,Player,Pos,Age,Date,Lg,Tm,Unnamed: 7,Opp,Result,G#,Week,Day,Tgt,Rec,Rec Yds,Y/Rec,Rec TDs,Ctch%,Y/Tgt
1947,Julio Jones,WR,29.281,11/11/2018,NFL,ATL,@,CLE,L 16-28,9,10,Sun,11,7,107,15.29,1,63.6,9.73
1948,Robert Foster,WR,24.188000000000002,11/11/2018,NFL,BUF,@,NYJ,W 41-10,10,10,Sun,4,3,105,35.0,0,75.0,26.25
1949,Julian Edelman,WR,32.173,11/11/2018,NFL,NWE,@,TEN,L 10-34,10,10,Sun,12,9,104,11.56,0,75.0,8.67
1950,Chris Godwin,WR,22.256999999999998,11/11/2018,NFL,TAM,,WAS,L 3-16,9,10,Sun,7,7,103,14.71,0,100.0,14.71
1951,Jacquizz Rodgers,RB,28.278000000000002,11/11/2018,NFL,TAM,,WAS,L 3-16,9,10,Sun,8,8,102,12.75,0,100.0,12.75
1952,Brandin Cooks,WR,25.046999999999997,11/11/2018,NFL,LAR,,SEA,W 36-31,10,10,Sun,12,10,100,10.0,0,83.3,8.33
1953,Donte Moncrief,WR,25.096999999999998,11/11/2018,NFL,JAX,@,IND,L 26-29,9,10,Sun,4,3,98,32.67,1,75.0,24.5
1954,Antonio Brown,WR,30.121,11/8/2018,NFL,PIT,,CAR,W 52-21,9,10,Thu,6,6,96,16.0,1,100.0,16.0
1955,Zay Jones,WR,23.226,11/11/2018,NFL,BUF,@,NYJ,W 41-10,10,10,Sun,11,8,93,11.63,1,72.7,8.45
1956,JuJu Smith-Schuster,WR,21.351,11/8/2018,NFL,PIT,,CAR,W 52-21,9,10,Thu,5,3,90,30.0,1,60.0,18.0
1957,Robert Woods,WR,26.215,11/11/2018,NFL,LAR,,SEA,W 36-31,10,10,Sun,5,4,89,22.25,0,80.0,17.8
1958,David Johnson,RB,26.33,11/11/2018,NFL,ARI,@,KAN,L 14-26,9,10,Sun,9,7,85,12.14,1,77.8,9.44
1959,Nelson Agholor,WR,25.171,11/11/2018,NFL,PHI,,DAL,L 20-27,9,10,Sun,7,5,83,16.6,0,71.4,11.86
1960,George Kittle,TE,25.034000000000002,11/12/2018,NFL,SFO,,NYG,L 23-27,10,10,Mon,10,9,83,9.22,0,90.0,8.3
1961,Josh Gordon,WR,27.212,11/11/2018,NFL,NWE,@,TEN,L 10-34,10,10,Sun,12,4,81,20.25,0,33.3,6.75
1962,Kenny Golladay,WR,25.008000000000003,11/11/2018,NFL,DET,@,CHI,L 22-34,9,10,Sun,13,6,78,13.0,1,46.2,6.0
1963,T.Y. Hilton,WR,28.362,11/11/2018,NFL,IND,,JAX,W 29-26,9,10,Sun,7,3,77,25.67,0,42.9,11.0
1964,Amari Cooper,WR,24.146,11/11/2018,NFL,DAL,@,PHI,W 27-20,9,10,Sun,10,6,75,12.5,0,60.0,7.5
1965,Odell Beckham,WR,26.006999999999998,11/12/2018,NFL,NYG,@,SFO,W 27-23,9,10,Mon,11,4,73,18.25,2,36.4,6.64
1966,Danny Amendola,WR,33.009,11/11/2018,NFL,MIA,@,GNB,L 12-31,10,10,Sun,10,7,72,10.29,0,70.0,7.2
1967,Melvin Gordon,RB,25.212,11/11/2018,NFL,LAC,@,OAK,W 20-6,9,10,Sun,6,5,72,14.4,1,83.3,12.0
1968,Michael Thomas,WR,25.253,11/11/2018,NFL,NOR,@,CIN,W 51-14,9,10,Sun,8,8,70,8.75,2,100.0,8.75
1969,Eric Ebron,TE,25.215,11/11/2018,NFL,IND,,JAX,W 29-26,9,10,Sun,3,3,69,23.0,2,100.0,23.0
1970,Marquise Goodwin,WR,27.358,11/12/2018,NFL,SFO,,NYG,L 23-27,10,10,Mon,5,4,69,17.25,0,80.0,13.8
1971,DeSean Jackson,WR,31.345,11/11/2018,NFL,TAM,,WAS,L 3-16,9,10,Sun,8,5,67,13.4,0,62.5,8.38
1972,Tyler Lockett,WR,26.044,11/11/2018,NFL,SEA,@,LAR,L 31-36,9,10,Sun,6,5,67,13.4,1,83.3,11.17
1973,Tyler Boyd,WR,23.361,11/11/2018,NFL,CIN,,NOR,L 14-51,9,10,Sun,4,3,65,21.67,0,75.0,16.25
1974,Christian McCaffrey,RB,22.154,11/8/2018,NFL,CAR,@,PIT,L 21-52,9,10,Thu,5,5,61,12.2,2,100.0,12.2
1975,Theo Riddick,WR,27.191,11/11/2018,NFL,DET,@,CHI,L 22-34,9,10,Sun,7,6,60,10.0,0,85.7,8.57
1976,Mark Ingram,RB,28.325,11/11/2018,NFL,NOR,@,CIN,W 51-14,9,10,Sun,3,3,58,19.33,1,100.0,19.33
1977,Davante Adams,WR,25.322,11/11/2018,NFL,GNB,,MIA,W 31-12,9,10,Sun,7,4,57,14.25,2,57.1,8.14
1978,Keenan Allen,WR,26.198,11/11/2018,NFL,LAC,@,OAK,W 20-6,9,10,Sun,9,6,57,9.5,1,66.7,6.33
1979,Leonard Fournette,RB,23.296999999999997,11/11/2018,NFL,JAX,@,IND,L 26-29,9,10,Sun,5,5,56,11.2,1,100.0,11.2
1980,Austin Hooper,TE,24.006999999999998,11/11/2018,NFL,ATL,@,CLE,L 16-28,9,10,Sun,11,10,56,5.6,1,90.9,5.09
1981,Marvin Jones,WR,28.244,11/11/2018,NFL,DET,@,CHI,L 22-34,9,10,Sun,7,3,55,18.33,0,42.9,7.86
1982,Adam Humphries,WR,25.14,11/11/2018,NFL,TAM,,WAS,L 3-16,9,10,Sun,3,2,53,26.5,0,66.7,17.67
1983,Jared Cook,TE,31.218000000000004,11/11/2018,NFL,OAK,,LAC,L 6-20,9,10,Sun,9,4,52,13.0,0,44.4,5.78
1984,Maurice Harris,WR,26.0,11/11/2018,NFL,WAS,@,TAM,W 16-3,9,10,Sun,5,5,52,10.4,0,100.0,10.4
1985,Jalen Richard,RB,25.026999999999997,11/11/2018,NFL,OAK,,LAC,L 6-20,9,10,Sun,6,5,52,10.4,0,83.3,8.67
1986,Mike Evans,WR,25.081999999999997,11/11/2018,NFL,TAM,,WAS,L 3-16,9,10,Sun,6,3,51,17.0,0,50.0,8.5
1987,Jordan Reed,TE,28.131,11/11/2018,NFL,WAS,@,TAM,W 16-3,9,10,Sun,6,4,51,12.75,0,66.7,8.5
1988,Ricky Seals-Jones,TE,23.241,11/11/2018,NFL,ARI,@,KAN,L 14-26,9,10,Sun,9,5,51,10.2,0,55.6,5.67
1989,T.J. Yeldon,RB,25.04,11/11/2018,NFL,JAX,@,IND,L 26-29,9,10,Sun,6,5,51,10.2,0,83.3,8.5
1990,Larry Fitzgerald,WR,35.071999999999996,11/11/2018,NFL,ARI,@,KAN,L 14-26,9,10,Sun,10,6,50,8.33,0,60.0,5.0
1991,Alshon Jeffery,WR,28.27,11/11/2018,NFL,PHI,,DAL,L 20-27,9,10,Sun,8,4,48,12.0,0,50.0,6.0
1992,Brandon LaFell,WR,32.007,11/11/2018,NFL,OAK,,LAC,L 6-20,9,10,Sun,6,4,47,11.75,0,66.7,7.83
1993,Mohamed Sanu,WR,29.081,11/11/2018,NFL,ATL,@,CLE,L 16-28,9,10,Sun,8,6,47,7.83,0,75.0,5.88
1994,Josh Doctson,WR,25.343000000000004,11/11/2018,NFL,WAS,@,TAM,W 16-3,9,10,Sun,4,4,46,11.5,1,100.0,11.5
1995,Evan Engram,TE,24.070999999999998,11/12/2018,NFL,NYG,@,SFO,W 27-23,9,10,Mon,5,4,46,11.5,0,80.0,9.2
1996,Alvin Kamara,RB,23.109,11/11/2018,NFL,NOR,@,CIN,W 51-14,9,10,Sun,5,4,46,11.5,0,80.0,9.2
1997,Travis Kelce,TE,29.037,11/11/2018,NFL,KAN,,ARI,W 26-14,10,10,Sun,7,6,46,7.67,0,85.7,6.57
1998,James O'Shaughnessy,TE,26.301,11/11/2018,NFL,JAX,@,IND,L 26-29,9,10,Sun,6,5,46,9.2,0,83.3,7.67
1999,Tyrell Williams,WR,26.272,11/11/2018,NFL,LAC,@,OAK,W 20-6,9,10,Sun,6,4,46,11.5,0,66.7,7.67
2000,Keith Kirkwood,WR,24.32,11/11/2018,NFL,NOR,@,CIN,W 51-14,9,10,Sun,2,2,45,22.5,0,100.0,22.5
2001,Jonnu Smith,TE,23.081,11/11/2018,NFL,TEN,,NWE,W 34-10,9,10,Sun,3,3,45,15.0,1,100.0,15.0
2002,Vance McDonald,TE,28.148000000000003,11/8/2018,NFL,PIT,,CAR,W 52-21,9,10,Thu,4,4,44,11.0,1,100.0,11.0
2003,Marquez Valdes-Scantling,WR,24.031999999999996,11/11/2018,NFL,GNB,,MIA,W 31-12,9,10,Sun,7,6,44,7.33,0,85.7,6.29
2004,DeVante Parker,WR,25.295,11/11/2018,NFL,MIA,@,GNB,L 12-31,10,10,Sun,11,5,43,8.6,0,45.5,3.91
2005,Dontrelle Inman,WR,29.284000000000002,11/11/2018,NFL,IND,,JAX,W 29-26,9,10,Sun,4,4,41,10.25,0,100.0,10.25
2006,Trey Burton,TE,27.013,11/11/2018,NFL,CHI,,DET,W 34-22,9,10,Sun,4,4,40,10.0,0,100.0,10.0
2007,Todd Gurley,HB,24.1,11/11/2018,NFL,LAR,,SEA,W 36-31,10,10,Sun,4,3,40,13.33,0,75.0,10.0
2008,Allen Hurns,WR,26.364,11/11/2018,NFL,DAL,@,PHI,W 27-20,9,10,Sun,2,2,40,20.0,0,100.0,20.0
2009,Jordan Matthews,WR,26.118000000000002,11/11/2018,NFL,PHI,,DAL,L 20-27,9,10,Sun,3,3,40,13.33,0,100.0,13.33
2010,Greg Olsen,TE,33.242,11/8/2018,NFL,CAR,@,PIT,L 21-52,9,10,Thu,6,4,40,10.0,0,66.7,6.67
2011,Doug Baldwin,WR,30.051,11/11/2018,NFL,SEA,@,LAR,L 31-36,9,10,Sun,5,5,39,7.8,0,100.0,7.8
2012,Antonio Callaway,WR,21.305999999999997,11/11/2018,NFL,CLE,,ATL,W 28-16,10,10,Sun,2,2,39,19.5,0,100.0,19.5
2013,Cooper Kupp,WR,25.149,11/11/2018,NFL,LAR,,SEA,W 36-31,10,10,Sun,8,5,39,7.8,0,62.5,4.88
2014,Seth Roberts,WR,27.261999999999997,11/11/2018,NFL,OAK,,LAC,L 6-20,9,10,Sun,3,3,39,13.0,0,100.0,13.0
2015,John Ross,WR,23.349,11/11/2018,NFL,CIN,,NOR,L 14-51,9,10,Sun,6,2,39,19.5,1,33.3,6.5
2016,Kerryon Johnson,WR,21.134,11/11/2018,NFL,DET,@,CHI,L 22-34,9,10,Sun,6,6,38,6.33,1,100.0,6.33
2017,Cole Beasley,WR,29.199,11/11/2018,NFL,DAL,@,PHI,W 27-20,9,10,Sun,5,4,37,9.25,0,80.0,7.4
2018,Calvin Ridley,WR,23.326,11/11/2018,NFL,ATL,@,CLE,L 16-28,9,10,Sun,5,3,37,12.33,0,60.0,7.4
2019,Cameron Batson,WR,22.326,11/11/2018,NFL,TEN,,NWE,W 34-10,9,10,Sun,3,2,36,18.0,0,66.7,12.0
2020,Jack Doyle,TE,28.19,11/11/2018,NFL,IND,,JAX,W 29-26,9,10,Sun,3,3,36,12.0,0,100.0,12.0
2021,Ezekiel Elliott,RB,23.112,11/11/2018,NFL,DAL,@,PHI,W 27-20,9,10,Sun,7,6,36,6.0,1,85.7,5.14
2022,Michael Gallup,WR,22.221,11/11/2018,NFL,DAL,@,PHI,W 27-20,9,10,Sun,3,2,34,17.0,0,66.7,11.33
2023,Chris Herndon,TE,22.261,11/11/2018,NFL,NYJ,,BUF,L 10-41,10,10,Sun,4,3,34,11.33,0,75.0,8.5
2024,Saquon Barkley,RB,21.276,11/12/2018,NFL,NYG,@,SFO,W 27-23,9,10,Mon,5,4,33,8.25,0,80.0,6.6
2025,Kendrick Bourne,WR,23.1,11/12/2018,NFL,SFO,,NYG,L 23-27,10,10,Mon,6,4,33,8.25,0,66.7,5.5
2026,Nick Chubb,RB,22.319000000000003,11/11/2018,NFL,CLE,,ATL,W 28-16,10,10,Sun,3,3,33,11.0,1,100.0,11.0
2027,Breshad Perriman,WR,25.061999999999998,11/11/2018,NFL,CLE,,ATL,W 28-16,10,10,Sun,2,2,33,16.5,0,100.0,16.5
2028,Devin Funchess,WR,24.171,11/8/2018,NFL,CAR,@,PIT,L 21-52,9,10,Thu,5,3,32,10.67,0,60.0,6.4
2029,Matt Breida,RB,23.256999999999998,11/12/2018,NFL,SFO,,NYG,L 23-27,10,10,Mon,4,3,31,10.33,1,75.0,7.75
2030,Duke Johnson,RB,25.049,11/11/2018,NFL,CLE,,ATL,W 28-16,10,10,Sun,4,4,31,7.75,1,100.0,7.75
2031,Doug Martin,RB,29.302,11/11/2018,NFL,OAK,,LAC,L 6-20,9,10,Sun,3,3,31,10.33,0,100.0,10.33
2032,Ryan Switzer,WR,24.004,11/8/2018,NFL,PIT,,CAR,W 52-21,9,10,Thu,2,2,31,15.5,0,100.0,15.5
2033,James White,RB,26.281,11/11/2018,NFL,NWE,@,TEN,L 10-34,10,10,Sun,8,5,31,6.2,0,62.5,3.88
2034,Giovani Bernard,HB,26.354,11/11/2018,NFL,CIN,,NOR,L 14-51,9,10,Sun,3,2,30,15.0,0,66.7,10.0
2035,Virgil Green,TE,30.1,11/11/2018,NFL,LAC,@,OAK,W 20-6,9,10,Sun,3,2,30,15.0,0,66.7,10.0
2036,Marcedes Lewis,TE,34.176,11/11/2018,NFL,GNB,,MIA,W 31-12,9,10,Sun,1,1,30,30.0,0,100.0,30.0
2037,Demarcus Robinson,WR,24.051,11/11/2018,NFL,KAN,,ARI,W 26-14,10,10,Sun,4,3,30,10.0,0,75.0,7.5
2038,Wendell Smallwood,RB,24.285999999999998,11/11/2018,NFL,PHI,,DAL,L 20-27,9,10,Sun,3,3,30,10.0,0,100.0,10.0
2039,Dede Westbrook,WR,24.355,11/11/2018,NFL,JAX,@,IND,L 26-29,9,10,Sun,10,5,30,6.0,0,50.0,3.0
2040,Tarik Cohen,WR,23.108,11/11/2018,NFL,CHI,,DET,W 34-22,9,10,Sun,7,6,29,4.83,0,85.7,4.14
2041,Mo Alie-Cox,TE,25.053,11/11/2018,NFL,IND,,JAX,W 29-26,9,10,Sun,4,2,28,14.0,1,50.0,7.0
2042,Rashard Higgins,WR,24.035,11/11/2018,NFL,CLE,,ATL,W 28-16,10,10,Sun,1,1,28,28.0,1,100.0,28.0
2043,Blake Bell,TE,27.096,11/11/2018,NFL,JAX,@,IND,L 26-29,9,10,Sun,3,2,27,13.5,0,66.7,9.0
2044,Aaron Jones,RB,23.344,11/11/2018,NFL,GNB,,MIA,W 31-12,9,10,Sun,5,3,27,9.0,0,60.0,5.4
2045,Elijah McGuire,RB,24.163,11/11/2018,NFL,NYJ,,BUF,L 10-41,10,10,Sun,6,3,27,9.0,0,50.0,4.5
2046,Kenny Stills,WR,26.203000000000003,11/11/2018,NFL,MIA,@,GNB,L 12-31,10,10,Sun,3,2,26,13.0,0,66.7,8.67
2047,Dan Arnold,TE,23.241,11/11/2018,NFL,NOR,@,CIN,W 51-14,9,10,Sun,3,2,25,12.5,0,66.7,8.33
2048,Tyler Higbee,TE,25.314,11/11/2018,NFL,LAR,,SEA,W 36-31,10,10,Sun,3,3,25,8.33,1,100.0,8.33
2049,Kareem Hunt,RB,23.096999999999998,11/11/2018,NFL,KAN,,ARI,W 26-14,10,10,Sun,2,2,25,12.5,0,100.0,12.5
2050,Ed Dickson,TE,31.109,11/11/2018,NFL,SEA,@,LAR,L 31-36,9,10,Sun,1,1,24,24.0,0,100.0,24.0
2051,Lance Kendricks,TE,30.285,11/11/2018,NFL,GNB,,MIA,W 31-12,9,10,Sun,2,2,24,12.0,0,100.0,12.0
2052,Joe Mixon,HB,22.11,11/11/2018,NFL,CIN,,NOR,L 14-51,9,10,Sun,2,2,24,12.0,0,100.0,12.0
2053,C.J. Uzomah,TE,25.301,11/11/2018,NFL,CIN,,NOR,L 14-51,9,10,Sun,4,3,23,7.67,0,75.0,5.75
2054,Chris Conley,WR,26.017,11/11/2018,NFL,KAN,,ARI,W 26-14,10,10,Sun,2,1,22,22.0,0,50.0,11.0
2055,Mike Davis,RB,25.265,11/11/2018,NFL,SEA,@,LAR,L 31-36,9,10,Sun,6,4,22,5.5,1,66.7,3.67
2056,Andre Holmes,WR,30.148000000000003,11/11/2018,NFL,BUF,@,NYJ,W 41-10,10,10,Sun,1,1,22,22.0,0,100.0,22.0
2057,Jarvis Landry,WR,25.348000000000003,11/11/2018,NFL,CLE,,ATL,W 28-16,10,10,Sun,5,2,22,11.0,0,40.0,4.4
2058,Jaylen Samuels,RB,22.111,11/8/2018,NFL,PIT,,CAR,W 52-21,9,10,Thu,4,3,22,7.33,1,75.0,5.5
2059,Jarius Wright,WR,28.348000000000003,11/8/2018,NFL,CAR,@,PIT,L 21-52,9,10,Thu,3,3,22,7.33,0,100.0,7.33
2060,Marcus Mariota,QB,25.011999999999997,11/11/2018,NFL,TEN,,NWE,W 34-10,9,10,Sun,1,1,21,21.0,0,100.0,21.0
2061,Dalton Schultz,TE,22.123,11/11/2018,NFL,DAL,@,PHI,W 27-20,9,10,Sun,2,2,21,10.5,0,100.0,10.5
2062,Ben Braunecker,TE,24.276999999999997,11/11/2018,NFL,CHI,,DET,W 34-22,9,10,Sun,1,1,20,20.0,0,100.0,20.0
2063,Austin Carr,WR,24.320999999999998,11/11/2018,NFL,NOR,@,CIN,W 51-14,9,10,Sun,2,2,20,10.0,0,100.0,10.0
2064,Leonte Carroo,WR,24.291,11/11/2018,NFL,MIA,@,GNB,L 12-31,10,10,Sun,1,1,20,20.0,0,100.0,20.0
2065,D.J. Moore,WR,21.208000000000002,11/8/2018,NFL,CAR,@,PIT,L 21-52,9,10,Thu,5,4,20,5.0,0,80.0,4.0
2066,Tevin Coleman,RB,25.209,11/11/2018,NFL,ATL,@,CLE,L 16-28,9,10,Sun,5,3,19,6.33,0,60.0,3.8
2067,Nyheim Hines,RB,21.364,11/11/2018,NFL,IND,,JAX,W 29-26,9,10,Sun,4,3,19,6.33,0,75.0,4.75
2068,Golden Tate,WR,30.101,11/11/2018,NFL,PHI,,DAL,L 20-27,9,10,Sun,4,2,19,9.5,0,50.0,4.75
2069,Isaiah Crowell,RB,25.307,11/11/2018,NFL,NYJ,,BUF,L 10-41,10,10,Sun,2,2,18,9.0,0,100.0,9.0
2070,Phillip Dorsett,WR,25.31,11/11/2018,NFL,NWE,@,TEN,L 10-34,10,10,Sun,2,2,18,9.0,0,100.0,9.0
2071,Quincy Enunwa,WR,26.164,11/11/2018,NFL,NYJ,,BUF,L 10-41,10,10,Sun,8,4,18,4.5,0,50.0,2.25
2072,Antonio Gates,TE,38.146,11/11/2018,NFL,LAC,@,OAK,W 20-6,9,10,Sun,2,1,18,18.0,0,50.0,9.0
2073,David Njoku,TE,22.124000000000002,11/11/2018,NFL,CLE,,ATL,W 28-16,10,10,Sun,1,1,18,18.0,0,100.0,18.0
2074,Curtis Samuel,WR,22.089000000000002,11/8/2018,NFL,CAR,@,PIT,L 21-52,9,10,Thu,4,4,18,4.5,0,100.0,4.5
2075,Martavis Bryant,WR,26.326,11/11/2018,NFL,OAK,,LAC,L 6-20,9,10,Sun,3,3,17,5.67,0,100.0,5.67
2076,Cody Core,WR,24.208000000000002,11/11/2018,NFL,CIN,,NOR,L 14-51,9,10,Sun,2,2,17,8.5,0,100.0,8.5
2077,Jacob Hollister,TE,24.358,11/11/2018,NFL,NWE,@,TEN,L 10-34,10,10,Sun,2,1,17,17.0,0,50.0,8.5
2078,Roosevelt Nix,FB,26.223000000000003,11/8/2018,NFL,PIT,,CAR,W 52-21,9,10,Thu,2,2,17,8.5,0,100.0,8.5
2079,Eric Saubert,TE,24.194000000000003,11/11/2018,NFL,ATL,@,CLE,L 16-28,9,10,Sun,2,1,17,17.0,0,50.0,8.5
2080,Jermaine Kearse,WR,28.278000000000002,11/11/2018,NFL,NYJ,,BUF,L 10-41,10,10,Sun,5,2,16,8.0,0,40.0,3.2
2081,David Moore,WR,23.3,11/11/2018,NFL,SEA,@,LAR,L 31-36,9,10,Sun,3,1,16,16.0,0,33.3,5.33
2082,Levine Toilolo,TE,27.104,11/11/2018,NFL,DET,@,CHI,L 22-34,9,10,Sun,1,1,16,16.0,0,100.0,16.0
2083,Gerald Everett,TE,24.139,11/11/2018,NFL,LAR,,SEA,W 36-31,10,10,Sun,2,2,15,7.5,1,100.0,7.5
2084,Michael Floyd,WR,28.349,11/11/2018,NFL,WAS,@,TAM,W 16-3,9,10,Sun,3,2,15,7.5,0,66.7,5.0
2085,O.J. Howard,TE,23.357,11/11/2018,NFL,TAM,,WAS,L 3-16,9,10,Sun,2,1,15,15.0,0,50.0,7.5
2086,Ito Smith,RB,23.061,11/11/2018,NFL,ATL,@,CLE,L 16-28,9,10,Sun,5,4,15,3.75,0,80.0,3.0
2087,Cameron Brate,TE,27.131,11/11/2018,NFL,TAM,,WAS,L 3-16,9,10,Sun,3,1,14,14.0,0,33.3,4.67
2088,Jimmy Graham,TE,31.351999999999997,11/11/2018,NFL,GNB,,MIA,W 31-12,9,10,Sun,1,1,14,14.0,0,100.0,14.0
2089,T.J. Logan,RB,24.069000000000003,11/11/2018,NFL,ARI,@,KAN,L 14-26,9,10,Sun,2,2,14,7.0,0,100.0,7.0
2090,Isaiah McKenzie,WR,23.215999999999998,11/11/2018,NFL,BUF,@,NYJ,W 41-10,10,10,Sun,1,1,14,14.0,0,100.0,14.0
2091,Rod Smith,RB,26.305,11/11/2018,NFL,DAL,@,PHI,W 27-20,9,10,Sun,1,1,14,14.0,0,100.0,14.0
2092,Kapri Bibbs,RB,25.305,11/11/2018,NFL,WAS,@,TAM,W 16-3,9,10,Sun,4,2,13,6.5,0,50.0,3.25
2093,A.J. Derby,TE,27.052,11/11/2018,NFL,MIA,@,GNB,L 12-31,10,10,Sun,2,1,13,13.0,0,50.0,6.5
2094,Logan Paulsen,TE,31.258000000000003,11/11/2018,NFL,ATL,@,CLE,L 16-28,9,10,Sun,2,2,13,6.5,0,100.0,6.5
2095,Geoff Swaim,TE,25.055999999999997,11/11/2018,NFL,DAL,@,PHI,W 27-20,9,10,Sun,3,3,13,4.33,0,100.0,4.33
2096,Frank Gore,RB,35.181,11/11/2018,NFL,MIA,@,GNB,L 12-31,10,10,Sun,3,2,12,6.0,0,66.7,4.0
2097,Marvin Hall,WR,25.215,11/11/2018,NFL,ATL,@,CLE,L 16-28,9,10,Sun,1,1,12,12.0,0,100.0,12.0
2098,T.J. Jones,WR,26.115,11/11/2018,NFL,DET,@,CHI,L 22-34,9,10,Sun,2,1,12,12.0,0,50.0,6.0
2099,Elijhaa Penny,RB,25.087,11/12/2018,NFL,NYG,@,SFO,W 27-23,9,10,Mon,2,2,12,6.0,0,100.0,6.0
2100,Dante Pettis,WR,23.02,11/12/2018,NFL,SFO,,NYG,L 23-27,10,10,Mon,6,4,12,3.0,0,66.7,2.0
2101,Trent Taylor,WR,24.195999999999998,11/12/2018,NFL,SFO,,NYG,L 23-27,10,10,Mon,1,1,12,12.0,0,100.0,12.0
2102,Corey Coleman,WR,24.129,11/12/2018,NFL,NYG,@,SFO,W 27-23,9,10,Mon,1,1,11,11.0,0,100.0,11.0
2103,Kenyan Drake,RB,24.289,11/11/2018,NFL,MIA,@,GNB,L 12-31,10,10,Sun,2,2,11,5.5,0,100.0,5.5
2104,Anthony Firkser,TE,23.265,11/11/2018,NFL,TEN,,NWE,W 34-10,9,10,Sun,1,1,11,11.0,0,100.0,11.0
2105,Rashad Greene,WR,26.049,11/11/2018,NFL,JAX,@,IND,L 26-29,9,10,Sun,1,1,11,11.0,0,100.0,11.0
2106,Jordan Howard,RB,24.009,11/11/2018,NFL,CHI,,DET,W 34-22,9,10,Sun,1,1,11,11.0,0,100.0,11.0
2107,Dion Lewis,RB,28.045,11/11/2018,NFL,TEN,,NWE,W 34-10,9,10,Sun,2,2,11,5.5,0,100.0,5.5
2108,Charone Peake,WR,26.026,11/11/2018,NFL,NYJ,,BUF,L 10-41,10,10,Sun,1,1,11,11.0,0,100.0,11.0
2109,Dwayne Allen,TE,28.26,11/11/2018,NFL,NWE,@,TEN,L 10-34,10,10,Sun,1,1,10,10.0,0,100.0,10.0
2110,Malcolm Brown,RB,25.18,11/11/2018,NFL,LAR,,SEA,W 36-31,10,10,Sun,1,1,10,10.0,0,100.0,10.0
2111,Kyle Juszczyk,RB,27.203000000000003,11/12/2018,NFL,SFO,,NYG,L 23-27,10,10,Mon,2,2,10,5.0,0,100.0,5.0
2112,Darrius Heyward-Bey,WR,31.255,11/8/2018,NFL,PIT,,CAR,W 52-21,9,10,Thu,1,1,9,9.0,0,100.0,9.0
2113,Marlon Mack,RB,22.249000000000002,11/11/2018,NFL,IND,,JAX,W 29-26,9,10,Sun,2,2,9,4.5,0,100.0,4.5
2114,Michael Roberts,TE,24.188000000000002,11/11/2018,NFL,DET,@,CHI,L 22-34,9,10,Sun,3,1,9,9.0,0,33.3,3.0
2115,Sterling Shepard,WR,25.275,11/12/2018,NFL,NYG,@,SFO,W 27-23,9,10,Mon,3,2,9,4.5,1,66.7,3.0
2116,James Conner,RB,23.186999999999998,11/8/2018,NFL,PIT,,CAR,W 52-21,9,10,Thu,1,1,8,8.0,0,100.0,8.0
2117,Jesse James,TE,24.156999999999996,11/8/2018,NFL,PIT,,CAR,W 52-21,9,10,Thu,1,1,8,8.0,1,100.0,8.0
2118,Christian Kirk,WR,21.358,11/11/2018,NFL,ARI,@,KAN,L 14-26,9,10,Sun,6,2,8,4.0,0,33.3,1.33
2119,Nick Vannett,TE,25.25,11/11/2018,NFL,SEA,@,LAR,L 31-36,9,10,Sun,2,1,8,8.0,1,50.0,4.0
2120,Dion Dawkins,LT,24.199,11/11/2018,NFL,BUF,@,NYJ,W 41-10,10,10,Sun,1,1,7,7.0,1,100.0,7.0
2121,Justin Hardy,WR,26.328000000000003,11/11/2018,NFL,ATL,@,CLE,L 16-28,9,10,Sun,1,1,7,7.0,0,100.0,7.0
2122,Spencer Ware,RB,26.353,11/11/2018,NFL,KAN,,ARI,W 26-14,10,10,Sun,1,1,7,7.0,0,100.0,7.0
2123,Kalen Ballage,RB,22.324,11/11/2018,NFL,MIA,@,GNB,L 12-31,10,10,Sun,1,1,6,6.0,0,100.0,6.0
2124,Tom Brady,QB,41.1,11/11/2018,NFL,NWE,@,TEN,L 10-34,10,10,Sun,1,1,6,6.0,0,100.0,6.0
2125,Orson Charles,TE,27.288,11/11/2018,NFL,CLE,,ATL,W 28-16,10,10,Sun,1,1,6,6.0,0,100.0,6.0
2126,Rhett Ellison,TE,30.04,11/12/2018,NFL,NYG,@,SFO,W 27-23,9,10,Mon,1,1,6,6.0,0,100.0,6.0
2127,Ryan Grant,WR,27.326999999999998,11/11/2018,NFL,IND,,JAX,W 29-26,9,10,Sun,1,1,6,6.0,0,100.0,6.0
2128,Dontrell Hilliard,RB,23.258000000000003,11/11/2018,NFL,CLE,,ATL,W 28-16,10,10,Sun,1,1,6,6.0,0,100.0,6.0
2129,Jordan Leggett,TE,23.284000000000002,11/11/2018,NFL,NYJ,,BUF,L 10-41,10,10,Sun,1,1,6,6.0,0,100.0,6.0
2130,Brandon Powell,WR,22.06,11/11/2018,NFL,DET,@,CHI,L 22-34,9,10,Sun,3,1,6,6.0,0,33.3,2.0
2131,Peyton Barber,RB,24.256999999999998,11/11/2018,NFL,TAM,,WAS,L 3-16,9,10,Sun,1,1,5,5.0,0,100.0,5.0
2132,Tommy Bohanon,FB,28.061999999999998,11/11/2018,NFL,JAX,@,IND,L 26-29,9,10,Sun,1,1,5,5.0,0,100.0,5.0
2133,Trenton Cannon,RB,24.111,11/11/2018,NFL,NYJ,,BUF,L 10-41,10,10,Sun,4,1,5,5.0,0,25.0,1.25
