,Player,Pos,Age,Date,Lg,Tm,Unnamed: 7,Opp,Result,G#,Week,Day,Tgt,Rec,Rec Yds,Y/Rec,Rec TDs,Ctch%,Y/Tgt,Rush Att,Rush Yds,Rush Y/A,Rush TDs,Fantasy Points,Opp RYPG,Opp PYPG
2290,Zach Ertz,TE,28.036,12/16/2018,NFL,PHI,@,LAR,W 30-23,14,15,Sun,7,3,22,7.33,0,42.9,3.14,0.0,0.0,0.0,0.0,3.7,125.25,218.75
2291,Ricky Seals-Jones,TE,23.276,12/16/2018,NFL,ARI,@,ATL,L 14-40,14,15,Sun,8,3,22,7.33,0,37.5,2.75,0.0,0.0,0.0,0.0,3.7,125.0625,233.3125
2292,Rob Gronkowski,TE,29.216,12/16/2018,NFL,NWE,@,PIT,L 10-17,14,15,Sun,5,2,21,10.5,0,40.0,4.2,0.0,0.0,0.0,0.0,3.1,91.3125,216.375
2293,Dede Westbrook,WR,25.025,12/16/2018,NFL,JAX,0,WAS,L 13-16,14,15,Sun,5,3,21,7.0,0,60.0,4.2,1.0,20.0,20.0,0.0,5.6000000000000005,109.5,235.8125
2294,Jarius Wright,WR,29.022,12/17/2018,NFL,CAR,0,NOR,L 9-12,14,15,Mon,4,3,21,7.0,0,75.0,5.25,0.0,0.0,0.0,0.0,3.6,76.4375,241.0625
2295,Marcell Ateman,WR,24.091,12/16/2018,NFL,OAK,@,CIN,L 16-30,14,15,Sun,5,2,20,10.0,0,40.0,4.0,0.0,0.0,0.0,0.0,3.0,140.3125,253.75
2296,Hayden Hurst,TE,25.114,12/16/2018,NFL,BAL,0,TAM,W 20-12,14,15,Sun,3,3,20,6.67,0,100.0,6.67,0.0,0.0,0.0,0.0,3.5,120.6875,236.875
2297,Cordarrelle Patterson,WR,27.274,12/16/2018,NFL,NWE,@,PIT,L 10-17,14,15,Sun,3,3,20,6.67,0,100.0,6.67,0.0,0.0,0.0,0.0,3.5,91.3125,216.375
2298,Eli Rogers,WR,25.358,12/16/2018,NFL,PIT,0,NWE,W 17-10,14,15,Sun,4,4,20,5.0,0,100.0,5.0,0.0,0.0,0.0,0.0,4.0,111.5,239.125
2299,Chris Conley,WR,26.049,12/13/2018,NFL,KAN,0,LAC,L 28-29,14,15,Thu,3,2,19,9.5,0,66.7,6.33,0.0,0.0,0.0,0.0,2.9000000000000004,98.1875,210.0625
2300,Josh Gordon,WR,27.247,12/16/2018,NFL,NWE,@,PIT,L 10-17,14,15,Sun,2,1,19,19.0,0,50.0,9.5,0.0,0.0,0.0,0.0,2.4000000000000004,91.3125,216.375
2301,Jeremy Sprinkle,TE,24.128,12/16/2018,NFL,WAS,@,JAX,W 16-13,14,15,Sun,3,3,19,6.33,1,100.0,6.33,0.0,0.0,0.0,0.0,9.4,111.0625,191.8125
2302,Adam Thielen,WR,28.116,12/16/2018,NFL,MIN,0,MIA,W 41-17,14,15,Sun,2,2,19,9.5,0,100.0,9.5,0.0,0.0,0.0,0.0,2.9000000000000004,140.375,236.4375
2303,Josh Bellamy,WR,29.212,12/16/2018,NFL,CHI,0,GNB,W 24-17,14,15,Sun,1,1,18,18.0,0,100.0,18.0,0.0,0.0,0.0,0.0,2.3,117.875,207.75
2304,Brian Parker,TE,26.199,12/15/2018,NFL,DEN,0,CLE,L 16-17,14,15,Sat,2,2,18,9.0,0,100.0,9.0,0.0,0.0,0.0,0.0,2.8,115.375,260.25
2305,Kelvin Benjamin,WR,27.311,12/13/2018,NFL,KAN,0,LAC,L 28-29,14,15,Thu,2,1,17,17.0,0,50.0,8.5,0.0,0.0,0.0,0.0,2.2,98.1875,210.0625
2306,Curtis Samuel,WR,22.128,12/17/2018,NFL,CAR,0,NOR,L 9-12,14,15,Mon,4,1,17,17.0,0,25.0,4.25,2.0,8.0,4.0,0.0,3.0,76.4375,241.0625
2307,Kenny Stills,WR,26.238000000000003,12/16/2018,NFL,MIA,@,MIN,L 17-41,14,15,Sun,3,1,17,17.0,0,33.3,5.67,0.0,0.0,0.0,0.0,2.2,98.125,177.75
2308,Taywan Taylor,WR,23.289,12/16/2018,NFL,TEN,@,NYG,W 17-0,14,15,Sun,5,2,17,8.5,0,40.0,3.4,0.0,0.0,0.0,0.0,2.7,121.125,223.5625
2309,Kendrick Bourne,WR,23.134,12/16/2018,NFL,SFO,0,SEA,W 26-23,14,15,Sun,4,2,16,8.0,0,50.0,4.0,0.0,0.0,0.0,0.0,2.6,108.125,235.6875
2310,Vernon Davis,TE,34.319,12/16/2018,NFL,WAS,@,JAX,W 16-13,14,15,Sun,3,2,16,8.0,0,66.7,5.33,0.0,0.0,0.0,0.0,2.6,111.0625,191.8125
2311,Michael Floyd,WR,29.019,12/16/2018,NFL,WAS,@,JAX,W 16-13,14,15,Sun,3,2,16,8.0,0,66.7,5.33,0.0,0.0,0.0,0.0,2.6,111.0625,191.8125
2312,Ryan Grant,WR,27.362,12/16/2018,NFL,IND,0,DAL,W 23-0,14,15,Sun,2,2,16,8.0,0,100.0,8.0,0.0,0.0,0.0,0.0,2.6,87.0625,217.9375
2313,Jermaine Gresham,TE,30.183000000000003,12/16/2018,NFL,ARI,@,ATL,L 14-40,14,15,Sun,1,1,16,16.0,0,100.0,16.0,0.0,0.0,0.0,0.0,2.1,125.0625,233.3125
2314,Andre Roberts,WR,30.34,12/15/2018,NFL,NYJ,0,HOU,L 22-29,14,15,Sat,4,3,16,5.33,1,75.0,4.0,0.0,0.0,0.0,0.0,9.1,77.5625,226.125
2315,Trent Sherfield,WR,22.29300000000001,12/16/2018,NFL,ARI,@,ATL,L 14-40,14,15,Sun,5,3,15,5.0,1,60.0,3.0,0.0,0.0,0.0,0.0,9.0,125.0625,233.3125
2316,Tre'Quan Smith,WR,22.344,12/17/2018,NFL,NOR,@,CAR,W 12-9,14,15,Mon,4,2,15,7.5,0,50.0,3.75,0.0,0.0,0.0,0.0,2.5,98.75,239.0625
2317,Noah Brown,WR,22.344,12/16/2018,NFL,DAL,@,IND,L 0-23,14,15,Sun,2,1,14,14.0,0,50.0,7.0,0.0,0.0,0.0,0.0,1.9,96.75,228.4375
2318,Ed Dickson,TE,31.144,12/16/2018,NFL,SEA,@,SFO,L 23-26,14,15,Sun,2,2,14,7.0,0,100.0,7.0,0.0,0.0,0.0,0.0,2.4000000000000004,104.75,215.6875
2319,Tyler Higbee,TE,25.349,12/16/2018,NFL,LAR,0,PHI,L 23-30,14,15,Sun,2,2,14,7.0,0,100.0,7.0,0.0,0.0,0.0,0.0,2.4000000000000004,102.8125,260.75
2320,Ian Thomas,TE,22.19400000000001,12/17/2018,NFL,CAR,0,NOR,L 9-12,14,15,Mon,4,2,14,7.0,0,50.0,3.5,0.0,0.0,0.0,0.0,2.4000000000000004,76.4375,241.0625
2321,Jawill Davis,WR,23.254,12/16/2018,NFL,NYG,0,TEN,L 0-17,14,15,Sun,2,2,13,6.5,0,100.0,6.5,0.0,0.0,0.0,0.0,2.3,99.5625,206.625
2322,Maurice Harris,WR,26.035,12/16/2018,NFL,WAS,@,JAX,W 16-13,14,15,Sun,2,1,13,13.0,0,50.0,6.5,0.0,0.0,0.0,0.0,1.8,111.0625,191.8125
2323,Vance McDonald,TE,28.186,12/16/2018,NFL,PIT,0,NWE,W 17-10,14,15,Sun,3,2,13,6.5,1,66.7,4.33,0.0,0.0,0.0,0.0,8.3,111.5,239.125
2324,Brice Butler,WR,28.321,12/16/2018,NFL,MIA,@,MIN,L 17-41,14,15,Sun,3,1,12,12.0,0,33.3,4.0,0.0,0.0,0.0,0.0,1.7000000000000002,98.125,177.75
2325,Dallas Goedert,TE,23.347,12/16/2018,NFL,PHI,@,LAR,W 30-23,14,15,Sun,2,2,12,6.0,0,100.0,6.0,0.0,0.0,0.0,0.0,2.2,125.25,218.75
2326,D.J. Moore,WR,21.247,12/17/2018,NFL,CAR,0,NOR,L 9-12,14,15,Mon,3,2,12,6.0,0,66.7,4.0,1.0,22.0,22.0,0.0,4.4,76.4375,241.0625
2327,Zach Pascal,WR,23.363000000000003,12/16/2018,NFL,IND,0,DAL,W 23-0,14,15,Sun,3,1,12,12.0,0,33.3,4.0,0.0,0.0,0.0,0.0,1.7000000000000002,87.0625,217.9375
2328,Marquez Valdes-Scantling,WR,24.067,12/16/2018,NFL,GNB,@,CHI,L 17-24,14,15,Sun,2,1,12,12.0,0,50.0,6.0,0.0,0.0,0.0,0.0,1.7000000000000002,77.8125,213.625
2329,Zay Jones,WR,23.261,12/16/2018,NFL,BUF,0,DET,W 14-13,14,15,Sun,6,1,11,11.0,0,16.7,1.83,0.0,0.0,0.0,0.0,1.6,105.25,224.0
2330,Brandon Powell,WR,22.095,12/16/2018,NFL,DET,@,BUF,L 13-14,14,15,Sun,3,3,11,3.67,0,100.0,3.67,0.0,0.0,0.0,0.0,2.6,97.9375,171.25
2331,Eric Tomlinson,TE,26.237,12/15/2018,NFL,NYJ,0,HOU,L 22-29,14,15,Sat,1,1,11,11.0,0,100.0,11.0,0.0,0.0,0.0,0.0,1.6,77.5625,226.125
2332,Cody Core,WR,24.243,12/16/2018,NFL,CIN,0,OAK,W 30-16,14,15,Sun,4,1,10,10.0,0,25.0,2.5,0.0,0.0,0.0,0.0,1.5,136.6875,222.9375
2333,Marvin Hall,WR,25.25,12/16/2018,NFL,ATL,0,ARI,W 40-14,14,15,Sun,3,1,10,10.0,0,33.3,3.33,0.0,0.0,0.0,0.0,1.5,134.9375,198.4375
2334,Chester Rogers,WR,24.338,12/16/2018,NFL,IND,0,DAL,W 23-0,14,15,Sun,1,1,10,10.0,0,100.0,10.0,0.0,0.0,0.0,0.0,1.5,87.0625,217.9375
2335,Cameron Brate,TE,27.166,12/16/2018,NFL,TAM,@,BAL,L 12-20,14,15,Sun,2,1,9,9.0,0,50.0,4.5,0.0,0.0,0.0,0.0,1.4,77.125,177.4375
2336,John Brown,WR,28.257,12/16/2018,NFL,BAL,0,TAM,W 20-12,14,15,Sun,3,1,9,9.0,0,33.3,3.0,0.0,0.0,0.0,0.0,1.4,120.6875,236.875
2337,Virgil Green,TE,30.132,12/13/2018,NFL,LAC,@,KAN,W 29-28,14,15,Thu,3,2,9,4.5,0,66.7,3.0,0.0,0.0,0.0,0.0,1.9,117.375,258.0625
2338,Allen Hurns,WR,27.034,12/16/2018,NFL,DAL,@,IND,L 0-23,14,15,Sun,2,1,9,9.0,0,50.0,4.5,0.0,0.0,0.0,0.0,1.4,96.75,228.4375
2339,Jesse James,TE,24.195,12/16/2018,NFL,PIT,0,NWE,W 17-10,14,15,Sun,1,1,9,9.0,0,100.0,9.0,0.0,0.0,0.0,0.0,1.4,111.5,239.125
2340,Andy Jones,WR,24.171,12/16/2018,NFL,DET,@,BUF,L 13-14,14,15,Sun,2,2,9,4.5,1,100.0,4.5,0.0,0.0,0.0,0.0,7.9,97.9375,171.25
2341,Jermaine Kearse,WR,28.312,12/15/2018,NFL,NYJ,0,HOU,L 22-29,14,15,Sat,5,2,9,4.5,0,40.0,1.8,0.0,0.0,0.0,0.0,1.9,77.5625,226.125
2342,David Moore,TE,23.335,12/16/2018,NFL,SEA,@,SFO,L 23-26,14,15,Sun,3,1,9,9.0,0,33.3,3.0,0.0,0.0,0.0,0.0,1.4,104.75,215.6875
2343,Theo Riddick,WR,27.226,12/16/2018,NFL,DET,@,BUF,L 13-14,14,15,Sun,3,2,9,4.5,0,66.7,3.0,8.0,47.0,5.88,0.0,6.6000000000000005,97.9375,171.25
2344,Ryan Switzer,WR,24.042,12/16/2018,NFL,PIT,0,NWE,W 17-10,14,15,Sun,2,2,9,4.5,0,100.0,4.5,0.0,0.0,0.0,0.0,1.9,111.5,239.125
2345,Nelson Agholor,WR,25.206,12/16/2018,NFL,PHI,@,LAR,W 30-23,14,15,Sun,2,1,8,8.0,0,50.0,4.0,0.0,0.0,0.0,0.0,1.3,125.25,218.75
2346,Corey Coleman,WR,24.163,12/16/2018,NFL,NYG,0,TEN,L 0-17,14,15,Sun,2,1,8,8.0,0,50.0,4.0,0.0,0.0,0.0,0.0,1.3,99.5625,206.625
2347,Eric Ebron,TE,25.25,12/16/2018,NFL,IND,0,DAL,W 23-0,14,15,Sun,3,1,8,8.0,0,33.3,2.67,0.0,0.0,0.0,0.0,1.3,87.0625,217.9375
2348,Jordan Leggett,TE,23.318,12/15/2018,NFL,NYJ,0,HOU,L 22-29,14,15,Sat,1,1,8,8.0,0,100.0,8.0,0.0,0.0,0.0,0.0,1.3,77.5625,226.125
2349,Trent Taylor,WR,24.23,12/16/2018,NFL,SFO,0,SEA,W 26-23,14,15,Sun,2,1,8,8.0,0,50.0,4.0,0.0,0.0,0.0,0.0,1.3,108.125,235.6875
2350,Marquise Goodwin,WR,28.027,12/16/2018,NFL,SFO,0,SEA,W 26-23,14,15,Sun,1,1,7,7.0,0,100.0,7.0,0.0,0.0,0.0,0.0,1.2000000000000002,108.125,235.6875
2351,Rishard Matthews,WR,29.064,12/15/2018,NFL,NYJ,0,HOU,L 22-29,14,15,Sat,1,1,7,7.0,0,100.0,7.0,0.0,0.0,0.0,0.0,1.2000000000000002,77.5625,226.125
2352,James O'Shaughnessy,TE,26.336,12/16/2018,NFL,JAX,0,WAS,L 13-16,14,15,Sun,1,1,7,7.0,0,100.0,7.0,0.0,0.0,0.0,0.0,1.2000000000000002,109.5,235.8125
2353,Demarcus Robinson,WR,24.083,12/13/2018,NFL,KAN,0,LAC,L 28-29,14,15,Thu,3,2,7,3.5,1,66.7,2.33,0.0,0.0,0.0,0.0,7.7,98.1875,210.0625
2354,Equanimeous St. Brown,WR,22.077,12/16/2018,NFL,GNB,@,CHI,L 17-24,14,15,Sun,3,1,7,7.0,0,33.3,2.33,0.0,0.0,0.0,0.0,1.2000000000000002,77.8125,213.625
2355,Blake Bell,TE,27.131,12/16/2018,NFL,JAX,0,WAS,L 13-16,14,15,Sun,1,1,6,6.0,0,100.0,6.0,0.0,0.0,0.0,0.0,1.1,109.5,235.8125
2356,John Ross,WR,24.019,12/16/2018,NFL,CIN,0,OAK,W 30-16,14,15,Sun,5,1,6,6.0,0,20.0,1.2,0.0,0.0,0.0,0.0,1.1,136.6875,222.9375
2357,Tajae Sharpe,WR,23.358,12/16/2018,NFL,TEN,@,NYG,W 17-0,14,15,Sun,1,1,6,6.0,0,100.0,6.0,0.0,0.0,0.0,0.0,1.1,121.125,223.5625
2358,Maxx Williams,TE,24.248,12/16/2018,NFL,BAL,0,TAM,W 20-12,14,15,Sun,2,1,6,6.0,0,50.0,3.0,0.0,0.0,0.0,0.0,1.1,120.6875,236.875
2359,Andre Holmes,WR,30.182,12/15/2018,NFL,DEN,0,CLE,L 16-17,14,15,Sat,1,1,5,5.0,0,100.0,5.0,0.0,0.0,0.0,0.0,1.0,115.375,260.25
2360,T.J. Jones,WR,26.15,12/16/2018,NFL,DET,@,BUF,L 13-14,14,15,Sun,3,1,5,5.0,0,33.3,1.67,0.0,0.0,0.0,0.0,1.0,97.9375,171.25
2361,Jake Kumerow,WR,26.302,12/16/2018,NFL,GNB,@,CHI,L 17-24,14,15,Sun,2,1,5,5.0,0,50.0,2.5,0.0,0.0,0.0,0.0,1.0,77.8125,213.625
2362,Chris Moore,WR,25.183000000000003,12/16/2018,NFL,BAL,0,TAM,W 20-12,14,15,Sun,1,1,5,5.0,1,100.0,5.0,0.0,0.0,0.0,0.0,7.0,120.6875,236.875
2363,MyCole Pruitt,TE,26.267,12/16/2018,NFL,TEN,@,NYG,W 17-0,14,15,Sun,2,1,2,2.0,0,50.0,1.0,0.0,0.0,0.0,0.0,0.7,121.125,223.5625
2364,Jordan Thomas,TE,22.135,12/15/2018,NFL,HOU,@,NYJ,W 29-22,14,15,Sat,1,1,2,2.0,0,100.0,2.0,0.0,0.0,0.0,0.0,0.7,124.4375,228.0625
2365,Lee Smith,TE,31.025,12/16/2018,NFL,OAK,@,CIN,L 16-30,14,15,Sun,1,1,1,1.0,1,100.0,1.0,0.0,0.0,0.0,0.0,6.6,140.3125,253.75
2366,Ryan Griffin,TE,28.338,12/15/2018,NFL,HOU,@,NYJ,W 29-22,14,15,Sat,1,1,-1,-1.0,0,100.0,-1.0,0.0,0.0,0.0,0.0,0.4,124.4375,228.0625
2367,Antonio Brown,WR,30.166,12/23/2018,NFL,PIT,@,NOR,L 28-31,15,16,Sun,19,14,185,13.21,2,73.7,9.74,0.0,0.0,0.0,0.0,37.5,76.4375,241.0625
2368,Robby Anderson,WR,25.228,12/23/2018,NFL,NYJ,0,GNB,L 38-44,15,16,Sun,13,9,140,15.56,1,69.2,10.77,0.0,0.0,0.0,0.0,24.5,117.875,207.75
2369,T.Y. Hilton,WR,29.039,12/23/2018,NFL,IND,0,NYG,W 28-27,15,16,Sun,8,7,138,19.71,0,87.5,17.25,0.0,0.0,0.0,0.0,17.3,121.125,223.5625
2370,Doug Baldwin,WR,30.093000000000004,12/23/2018,NFL,SEA,0,KAN,W 38-31,15,16,Sun,12,7,126,18.0,1,58.3,10.5,0.0,0.0,0.0,0.0,22.1,117.375,258.0625
2371,Kyle Rudolph,TE,29.044,12/23/2018,NFL,MIN,@,DET,W 27-9,15,16,Sun,9,9,122,13.56,2,100.0,13.56,0.0,0.0,0.0,0.0,28.70000000000001,105.25,224.0
2372,Nelson Agholor,WR,25.213,12/23/2018,NFL,PHI,0,HOU,W 32-30,15,16,Sun,7,5,116,23.2,1,71.4,16.57,0.0,0.0,0.0,0.0,20.1,77.5625,226.125
2373,JuJu Smith-Schuster,WR,22.031,12/23/2018,NFL,PIT,@,NOR,L 28-31,15,16,Sun,15,11,115,10.45,0,73.3,7.67,0.0,0.0,0.0,0.0,17.0,76.4375,241.0625
2374,Sterling Shepard,WR,25.316,12/23/2018,NFL,NYG,@,IND,L 27-28,15,16,Sun,7,6,113,18.83,0,85.7,16.14,0.0,0.0,0.0,0.0,14.3,96.75,228.4375
2375,Zach Ertz,TE,28.04300000000001,12/23/2018,NFL,PHI,0,HOU,W 32-30,15,16,Sun,16,12,110,9.17,2,75.0,6.88,0.0,0.0,0.0,0.0,29.0,77.5625,226.125
2376,Michael Thomas,WR,25.295,12/23/2018,NFL,NOR,0,PIT,W 31-28,15,16,Sun,13,11,109,9.91,1,84.6,8.38,0.0,0.0,0.0,0.0,22.4,91.3125,216.375
2377,DeAndre Hopkins,WR,26.2,12/23/2018,NFL,HOU,@,PHI,L 30-32,15,16,Sun,12,9,104,11.56,0,75.0,8.67,0.0,0.0,0.0,0.0,14.9,102.8125,260.75
2378,Tyler Lockett,WR,26.086,12/23/2018,NFL,SEA,0,KAN,W 38-31,15,16,Sun,5,4,99,24.75,0,80.0,19.8,0.0,0.0,0.0,0.0,11.9,117.375,258.0625
2379,Equanimeous St. Brown,WR,22.084,12/23/2018,NFL,GNB,@,NYJ,W 44-38,15,16,Sun,5,5,94,18.8,0,100.0,18.8,0.0,0.0,0.0,0.0,11.9,124.4375,228.0625
2380,Mike Evans,WR,25.124,12/23/2018,NFL,TAM,@,DAL,L 20-27,15,16,Sun,10,6,90,15.0,1,60.0,9.0,0.0,0.0,0.0,0.0,18.0,87.0625,217.9375
2381,Calvin Ridley,WR,24.003,12/23/2018,NFL,ATL,@,CAR,W 24-10,15,16,Sun,5,3,90,30.0,1,60.0,18.0,0.0,0.0,0.0,0.0,16.5,98.75,239.0625
2382,Robert Woods,WR,26.257,12/23/2018,NFL,LAR,@,ARI,W 31-9,15,16,Sun,7,6,89,14.83,1,85.7,12.71,2.0,15.0,7.5,1.0,25.4,134.9375,198.4375
2383,Evan Engram,TE,24.112,12/23/2018,NFL,NYG,@,IND,L 27-28,15,16,Sun,6,6,87,14.5,0,100.0,14.5,2.0,26.0,13.0,0.0,14.3,96.75,228.4375
2384,Allen Robinson,WR,25.121,12/23/2018,NFL,CHI,@,SFO,W 14-9,15,16,Sun,8,6,85,14.17,0,75.0,10.63,1.0,9.0,9.0,0.0,12.4,104.75,215.6875
2385,Mark Andrews,TE,22.107,12/22/2018,NFL,BAL,@,LAC,W 22-10,15,16,Sat,2,2,83,41.5,1,100.0,41.5,0.0,0.0,0.0,0.0,15.3,98.1875,210.0625
2386,Chris Herndon,TE,22.303,12/23/2018,NFL,NYJ,0,GNB,L 38-44,15,16,Sun,7,6,82,13.67,1,85.7,11.71,0.0,0.0,0.0,0.0,17.200000000000006,117.875,207.75
2387,Alshon Jeffery,WR,28.312,12/23/2018,NFL,PHI,0,HOU,W 32-30,15,16,Sun,5,3,82,27.33,0,60.0,16.4,0.0,0.0,0.0,0.0,9.7,77.5625,226.125
2388,Mohamed Sanu,WR,29.123,12/23/2018,NFL,ATL,@,CAR,W 24-10,15,16,Sun,8,5,81,16.2,1,62.5,10.13,2.0,29.0,14.5,0.0,19.5,98.75,239.0625
2389,Adam Thielen,WR,28.123,12/23/2018,NFL,MIN,@,DET,W 27-9,15,16,Sun,6,5,80,16.0,0,83.3,13.33,0.0,0.0,0.0,0.0,10.5,105.25,224.0
2390,Adam Humphries,WR,25.182,12/23/2018,NFL,TAM,@,DAL,L 20-27,15,16,Sun,12,10,79,7.9,0,83.3,6.58,0.0,0.0,0.0,0.0,12.9,87.0625,217.9375
2391,Jamison Crowder,WR,25.188,12/22/2018,NFL,WAS,@,TEN,L 16-25,15,16,Sat,7,5,78,15.6,0,71.4,11.14,0.0,0.0,0.0,0.0,10.3,99.5625,206.625
2392,Breshad Perriman,WR,25.104,12/23/2018,NFL,CLE,0,CIN,W 26-18,15,16,Sun,4,2,76,38.0,0,50.0,19.0,0.0,0.0,0.0,0.0,8.600000000000001,140.3125,253.75
2393,Jordy Nelson,WR,33.207,12/24/2018,NFL,OAK,0,DEN,W 27-14,15,16,Mon,10,7,75,10.71,0,70.0,7.5,0.0,0.0,0.0,0.0,11.0,106.0625,225.625
2394,Marquez Valdes-Scantling,WR,24.074,12/23/2018,NFL,GNB,@,NYJ,W 44-38,15,16,Sun,9,5,75,15.0,0,55.6,8.33,0.0,0.0,0.0,0.0,10.0,124.4375,228.0625
2395,Ted Ginn,WR,33.255,12/23/2018,NFL,NOR,0,PIT,W 31-28,15,16,Sun,8,5,74,14.8,0,62.5,9.25,0.0,0.0,0.0,0.0,9.9,91.3125,216.375
2396,Tyreek Hill,WR,24.297,12/23/2018,NFL,KAN,@,SEA,L 31-38,15,16,Sun,9,4,74,18.5,0,44.4,8.22,2.0,17.0,8.5,0.0,11.1,108.125,235.6875
2397,George Kittle,TE,25.075,12/23/2018,NFL,SFO,0,CHI,L 9-14,15,16,Sun,12,7,74,10.57,0,58.3,6.17,0.0,0.0,0.0,0.0,10.9,77.8125,213.625
2398,Kendrick Bourne,WR,23.141,12/23/2018,NFL,SFO,0,CHI,L 9-14,15,16,Sun,5,4,73,18.25,0,80.0,14.6,0.0,0.0,0.0,0.0,9.3,77.8125,213.625
2399,David Njoku,TE,22.166,12/23/2018,NFL,CLE,0,CIN,W 26-18,15,16,Sun,4,3,73,24.33,1,75.0,18.25,0.0,0.0,0.0,0.0,14.8,140.3125,253.75
2400,Davante Adams,WR,25.364,12/23/2018,NFL,GNB,@,NYJ,W 44-38,15,16,Sun,18,11,71,6.45,1,61.1,3.94,0.0,0.0,0.0,0.0,18.6,124.4375,228.0625
2401,Julian Edelman,WR,32.215,12/23/2018,NFL,NWE,0,BUF,W 24-12,15,16,Sun,10,6,70,11.67,1,60.0,7.0,0.0,0.0,0.0,0.0,16.0,97.9375,171.25
2402,Jarius Wright,WR,29.028,12/23/2018,NFL,CAR,0,ATL,L 10-24,15,16,Sun,8,7,69,9.86,0,87.5,8.63,0.0,0.0,0.0,0.0,10.4,125.0625,233.3125
2403,Jake Kumerow,WR,26.309,12/23/2018,NFL,GNB,@,NYJ,W 44-38,15,16,Sun,3,3,68,22.67,1,100.0,22.67,0.0,0.0,0.0,0.0,14.3,124.4375,228.0625
2404,Zay Jones,WR,23.268,12/23/2018,NFL,BUF,@,NWE,L 12-24,15,16,Sun,9,5,67,13.4,1,55.6,7.44,0.0,0.0,0.0,0.0,15.2,111.5,239.125
2405,Courtland Sutton,WR,23.075,12/24/2018,NFL,DEN,@,OAK,L 14-27,15,16,Mon,10,6,65,10.83,1,60.0,6.5,0.0,0.0,0.0,0.0,15.5,136.6875,222.9375
2406,Taywan Taylor,WR,23.295,12/22/2018,NFL,TEN,0,WAS,W 25-16,15,16,Sat,3,3,64,21.33,0,100.0,21.33,0.0,0.0,0.0,0.0,7.9,109.5,235.8125
2407,Trent Sherfield,WR,22.3,12/23/2018,NFL,ARI,0,LAR,L 9-31,15,16,Sun,6,6,62,10.33,0,100.0,10.33,0.0,0.0,0.0,0.0,9.2,125.25,218.75
2408,DeAndre Carter,WR,25.257,12/23/2018,NFL,HOU,@,PHI,L 30-32,15,16,Sun,7,6,61,10.17,0,85.7,8.71,0.0,0.0,0.0,0.0,9.1,102.8125,260.75
2409,Rashard Higgins,WR,24.077,12/23/2018,NFL,CLE,0,CIN,W 26-18,15,16,Sun,7,6,60,10.0,1,85.7,8.57,0.0,0.0,0.0,0.0,15.0,140.3125,253.75
2410,Keenan Allen,WR,26.239,12/22/2018,NFL,LAC,0,BAL,L 10-22,15,16,Sat,8,5,58,11.6,0,62.5,7.25,0.0,0.0,0.0,0.0,8.3,77.125,177.4375
2411,Kenny Golladay,WR,25.05,12/23/2018,NFL,DET,0,MIN,L 9-27,15,16,Sun,15,6,58,9.67,0,40.0,3.87,0.0,0.0,0.0,0.0,8.8,98.125,177.75
2412,Jason Croom,TE,24.298,12/23/2018,NFL,BUF,@,NWE,L 12-24,15,16,Sun,6,4,55,13.75,0,66.7,9.17,0.0,0.0,0.0,0.0,7.5,111.5,239.125
2413,Jermaine Kearse,WR,28.32,12/23/2018,NFL,NYJ,0,GNB,L 38-44,15,16,Sun,4,4,55,13.75,0,100.0,13.75,0.0,0.0,0.0,0.0,7.5,117.875,207.75
2414,Chris Conley,WR,26.059,12/23/2018,NFL,KAN,@,SEA,L 31-38,15,16,Sun,5,3,54,18.0,0,60.0,10.8,0.0,0.0,0.0,0.0,6.9,108.125,235.6875
2415,Travis Kelce,TE,29.079,12/23/2018,NFL,KAN,@,SEA,L 31-38,15,16,Sun,9,5,54,10.8,0,55.6,6.0,0.0,0.0,0.0,0.0,7.9,108.125,235.6875
2416,Chester Rogers,WR,24.345,12/23/2018,NFL,IND,0,NYG,W 28-27,15,16,Sun,7,7,54,7.71,1,100.0,7.71,0.0,0.0,0.0,0.0,14.9,121.125,223.5625
2417,Larry Fitzgerald,WR,35.114000000000004,12/23/2018,NFL,ARI,0,LAR,L 9-31,15,16,Sun,9,6,53,8.83,0,66.7,5.89,0.0,0.0,0.0,0.0,8.3,125.25,218.75
2418,Michael Gallup,WR,22.263,12/23/2018,NFL,DAL,0,TAM,W 27-20,15,16,Sun,4,3,53,17.67,1,75.0,13.25,0.0,0.0,0.0,0.0,12.8,120.6875,236.875
2419,Robert Foster,WR,24.23,12/23/2018,NFL,BUF,@,NWE,L 12-24,15,16,Sun,7,4,52,13.0,0,57.1,7.43,0.0,0.0,0.0,0.0,7.2,111.5,239.125
2420,Cole Beasley,WR,29.241,12/23/2018,NFL,DAL,0,TAM,W 27-20,15,16,Sun,5,5,50,10.0,0,100.0,10.0,0.0,0.0,0.0,0.0,7.5,120.6875,236.875
2421,Vance McDonald,TE,28.193,12/23/2018,NFL,PIT,@,NOR,L 28-31,15,16,Sun,4,1,49,49.0,0,25.0,12.25,0.0,0.0,0.0,0.0,5.4,76.4375,241.0625
2422,C.J. Uzomah,TE,25.343000000000004,12/23/2018,NFL,CIN,@,CLE,L 18-26,15,16,Sun,5,4,49,12.25,1,80.0,9.8,0.0,0.0,0.0,0.0,12.9,115.375,260.25
