,Player,Pos,Age,Date,Lg,Tm,Unnamed: 7,Opp,Result,G#,Week,Day,Tgt,Rec,Rec Yds,Y/Rec,Rec TDs,Ctch%,Y/Tgt,Rush Att,Rush Yds,Rush Y/A,Rush TDs,Fantasy Points,Opp RYPG,Opp PYPG
1391,Cameron Brate,TE,27.124,11/4/2018,NFL,TAM,@,CAR,L 28-42,8,9,Sun,3,3,15,5.0,0,100.0,5.0,0.0,0.0,0.0,0.0,3.0,98.75,239.0625
1392,John Brown,WR,28.215,11/4/2018,NFL,BAL,0,PIT,L 16-23,9,9,Sun,6,3,15,5.0,0,50.0,2.5,0.0,0.0,0.0,0.0,3.0,91.3125,216.375
1393,Blake Jarwin,TE,24.112,11/5/2018,NFL,DAL,0,TEN,L 14-28,8,9,Mon,2,2,15,7.5,0,100.0,7.5,0.0,0.0,0.0,0.0,2.5,99.5625,206.625
1394,Ryan Griffin,TE,28.297,11/4/2018,NFL,HOU,@,DEN,W 19-17,9,9,Sun,2,1,13,13.0,0,50.0,6.5,0.0,0.0,0.0,0.0,1.8,106.0625,225.625
1395,Dwayne Harris,WR,31.046,11/1/2018,NFL,OAK,@,SFO,L 3-34,8,9,Thu,1,1,13,13.0,0,100.0,13.0,0.0,0.0,0.0,0.0,1.8,104.75,215.6875
1396,T.J. Jones,WR,26.108,11/4/2018,NFL,DET,@,MIN,L 9-24,8,9,Sun,2,2,13,6.5,0,100.0,6.5,0.0,0.0,0.0,0.0,2.3,98.125,177.75
1397,Michael Roberts,TE,24.181,11/4/2018,NFL,DET,@,MIN,L 9-24,8,9,Sun,4,1,12,12.0,0,25.0,3.0,0.0,0.0,0.0,0.0,1.7000000000000002,98.125,177.75
1398,Marquise Goodwin,WR,27.347,11/1/2018,NFL,SFO,0,OAK,W 34-3,9,9,Thu,4,1,11,11.0,0,25.0,2.75,1.0,2.0,2.0,0.0,1.8,136.6875,222.9375
1399,Jaron Brown,WR,28.3,11/4/2018,NFL,SEA,0,LAC,L 17-25,8,9,Sun,2,1,10,10.0,1,50.0,5.0,0.0,0.0,0.0,0.0,7.5,98.1875,210.0625
1400,Josh Hill,TE,28.167,11/4/2018,NFL,NOR,0,LAR,W 45-35,8,9,Sun,4,2,10,5.0,0,50.0,2.5,0.0,0.0,0.0,0.0,2.0,125.25,218.75
1401,Derek Carrier,TE,28.099,11/1/2018,NFL,OAK,@,SFO,L 3-34,8,9,Thu,2,1,8,8.0,0,50.0,4.0,0.0,0.0,0.0,0.0,1.3,104.75,215.6875
1402,Ross Dwelley,TE,23.279,11/1/2018,NFL,SFO,0,OAK,W 34-3,9,9,Thu,1,1,8,8.0,0,100.0,8.0,0.0,0.0,0.0,0.0,1.3,136.6875,222.9375
1403,DeVante Parker,WR,25.288,11/4/2018,NFL,MIA,0,NYJ,W 13-6,9,9,Sun,2,1,8,8.0,0,50.0,4.0,0.0,0.0,0.0,0.0,1.3,124.4375,228.0625
1404,Seth Roberts,WR,27.252,11/1/2018,NFL,OAK,@,SFO,L 3-34,8,9,Thu,2,1,8,8.0,0,50.0,4.0,0.0,0.0,0.0,0.0,1.3,104.75,215.6875
1405,Jarius Wright,WR,28.344,11/4/2018,NFL,CAR,0,TAM,W 42-28,8,9,Sun,1,1,8,8.0,0,100.0,8.0,0.0,0.0,0.0,0.0,1.3,120.6875,236.875
1406,Cordarrelle Patterson,WR,27.232,11/4/2018,NFL,NWE,0,GNB,W 31-17,9,9,Sun,1,1,7,7.0,0,100.0,7.0,11.0,61.0,5.55,1.0,13.3,117.875,207.75
1407,Jordan Thomas,TE,22.094,11/4/2018,NFL,HOU,@,DEN,W 19-17,9,9,Sun,1,1,7,7.0,1,100.0,7.0,0.0,0.0,0.0,0.0,7.2,106.0625,225.625
1408,Kendrick Bourne,WR,23.089,11/1/2018,NFL,SFO,0,OAK,W 34-3,9,9,Thu,2,2,6,3.0,1,100.0,3.0,0.0,0.0,0.0,0.0,7.6,136.6875,222.9375
1409,Andre Holmes,WR,30.141,11/4/2018,NFL,BUF,0,CHI,L 9-41,9,9,Sun,1,1,6,6.0,0,100.0,6.0,0.0,0.0,0.0,0.0,1.1,77.8125,213.625
1410,Jordan Leggett,TE,23.277,11/4/2018,NFL,NYJ,@,MIA,L 6-13,9,9,Sun,2,1,6,6.0,0,50.0,3.0,0.0,0.0,0.0,0.0,1.1,140.375,236.4375
1411,Eric Tomlinson,TE,26.196,11/4/2018,NFL,NYJ,@,MIA,L 6-13,9,9,Sun,2,1,6,6.0,0,50.0,3.0,0.0,0.0,0.0,0.0,1.1,140.375,236.4375
1412,Marcedes Lewis,TE,34.169000000000004,11/4/2018,NFL,GNB,@,NWE,L 17-31,8,9,Sun,1,1,5,5.0,0,100.0,5.0,0.0,0.0,0.0,0.0,1.0,111.5,239.125
1413,Luke Stocker,TE,30.111,11/5/2018,NFL,TEN,@,DAL,W 28-14,8,9,Mon,2,1,5,5.0,0,50.0,2.5,0.0,0.0,0.0,0.0,1.0,87.0625,217.9375
1414,Equanimeous St. Brown,WR,22.035,11/4/2018,NFL,GNB,@,NWE,L 17-31,8,9,Sun,4,1,4,4.0,0,25.0,1.0,0.0,0.0,0.0,0.0,0.9,111.5,239.125
1415,Demarcus Robinson,WR,24.044,11/4/2018,NFL,KAN,@,CLE,W 37-21,9,9,Sun,2,1,3,3.0,0,50.0,1.5,0.0,0.0,0.0,0.0,0.8,115.375,260.25
1416,Tajae Sharpe,WR,23.317,11/5/2018,NFL,TEN,@,DAL,W 28-14,8,9,Mon,1,1,0,0.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,87.0625,217.9375
1417,Zach Ertz,TE,28.001,11/11/2018,NFL,PHI,0,DAL,L 20-27,9,10,Sun,16,14,145,10.36,2,87.5,9.06,0.0,0.0,0.0,0.0,33.5,87.0625,217.9375
1418,Allen Robinson,WR,25.079,11/11/2018,NFL,CHI,0,DET,W 34-22,9,10,Sun,8,6,133,22.17,2,75.0,16.63,0.0,0.0,0.0,0.0,28.3,105.25,224.0
1419,Corey Davis,WR,23.304,11/11/2018,NFL,TEN,0,NWE,W 34-10,9,10,Sun,10,7,125,17.86,1,70.0,12.5,0.0,0.0,0.0,0.0,22.0,111.5,239.125
1420,Anthony Miller,WR,24.033,11/11/2018,NFL,CHI,0,DET,W 34-22,9,10,Sun,6,5,122,24.4,1,83.3,20.33,0.0,0.0,0.0,0.0,20.700000000000006,105.25,224.0
1421,Tyreek Hill,WR,24.255,11/11/2018,NFL,KAN,0,ARI,W 26-14,10,10,Sun,10,7,117,16.71,2,70.0,11.7,1.0,20.0,20.0,0.0,29.20000000000001,134.9375,198.4375
1422,Julio Jones,WR,29.281,11/11/2018,NFL,ATL,@,CLE,L 16-28,9,10,Sun,11,7,107,15.29,1,63.6,9.73,0.0,0.0,0.0,0.0,20.200000000000006,115.375,260.25
1423,Robert Foster,WR,24.188,11/11/2018,NFL,BUF,@,NYJ,W 41-10,10,10,Sun,4,3,105,35.0,0,75.0,26.25,0.0,0.0,0.0,0.0,12.0,124.4375,228.0625
1424,Julian Edelman,WR,32.173,11/11/2018,NFL,NWE,@,TEN,L 10-34,10,10,Sun,12,9,104,11.56,0,75.0,8.67,0.0,0.0,0.0,0.0,14.9,99.5625,206.625
1425,Chris Godwin,WR,22.257,11/11/2018,NFL,TAM,0,WAS,L 3-16,9,10,Sun,7,7,103,14.71,0,100.0,14.71,0.0,0.0,0.0,0.0,13.8,109.5,235.8125
1426,Brandin Cooks,WR,25.047,11/11/2018,NFL,LAR,0,SEA,W 36-31,10,10,Sun,12,10,100,10.0,0,83.3,8.33,1.0,9.0,9.0,1.0,21.9,108.125,235.6875
1427,Donte Moncrief,WR,25.097,11/11/2018,NFL,JAX,@,IND,L 26-29,9,10,Sun,4,3,98,32.67,1,75.0,24.5,0.0,0.0,0.0,0.0,17.3,96.75,228.4375
1428,Antonio Brown,WR,30.121,11/8/2018,NFL,PIT,0,CAR,W 52-21,9,10,Thu,6,6,96,16.0,1,100.0,16.0,0.0,0.0,0.0,0.0,18.6,98.75,239.0625
1429,Zay Jones,WR,23.226,11/11/2018,NFL,BUF,@,NYJ,W 41-10,10,10,Sun,11,8,93,11.63,1,72.7,8.45,0.0,0.0,0.0,0.0,19.3,124.4375,228.0625
1430,JuJu Smith-Schuster,WR,21.351,11/8/2018,NFL,PIT,0,CAR,W 52-21,9,10,Thu,5,3,90,30.0,1,60.0,18.0,1.0,13.0,13.0,0.0,17.8,98.75,239.0625
1431,Robert Woods,WR,26.215,11/11/2018,NFL,LAR,0,SEA,W 36-31,10,10,Sun,5,4,89,22.25,0,80.0,17.8,3.0,17.0,5.67,0.0,12.6,108.125,235.6875
1432,Nelson Agholor,WR,25.171,11/11/2018,NFL,PHI,0,DAL,L 20-27,9,10,Sun,7,5,83,16.6,0,71.4,11.86,0.0,0.0,0.0,0.0,10.8,87.0625,217.9375
1433,George Kittle,TE,25.034,11/12/2018,NFL,SFO,0,NYG,L 23-27,10,10,Mon,10,9,83,9.22,0,90.0,8.3,0.0,0.0,0.0,0.0,12.8,121.125,223.5625
1434,Josh Gordon,WR,27.212,11/11/2018,NFL,NWE,@,TEN,L 10-34,10,10,Sun,12,4,81,20.25,0,33.3,6.75,0.0,0.0,0.0,0.0,10.1,99.5625,206.625
1435,Kenny Golladay,WR,25.00800000000001,11/11/2018,NFL,DET,@,CHI,L 22-34,9,10,Sun,13,6,78,13.0,1,46.2,6.0,0.0,0.0,0.0,0.0,16.8,77.8125,213.625
1436,T.Y. Hilton,WR,28.362,11/11/2018,NFL,IND,0,JAX,W 29-26,9,10,Sun,7,3,77,25.67,0,42.9,11.0,0.0,0.0,0.0,0.0,9.2,111.0625,191.8125
1437,Amari Cooper,WR,24.146,11/11/2018,NFL,DAL,@,PHI,W 27-20,9,10,Sun,10,6,75,12.5,0,60.0,7.5,0.0,0.0,0.0,0.0,10.5,102.8125,260.75
1438,Odell Beckham,WR,26.007,11/12/2018,NFL,NYG,@,SFO,W 27-23,9,10,Mon,11,4,73,18.25,2,36.4,6.64,0.0,0.0,0.0,0.0,21.3,104.75,215.6875
1439,Danny Amendola,WR,33.009,11/11/2018,NFL,MIA,@,GNB,L 12-31,10,10,Sun,10,7,72,10.29,0,70.0,7.2,0.0,0.0,0.0,0.0,10.7,117.875,207.75
1440,Michael Thomas,WR,25.253,11/11/2018,NFL,NOR,@,CIN,W 51-14,9,10,Sun,8,8,70,8.75,2,100.0,8.75,0.0,0.0,0.0,0.0,23.0,140.3125,253.75
1441,Eric Ebron,TE,25.215,11/11/2018,NFL,IND,0,JAX,W 29-26,9,10,Sun,3,3,69,23.0,2,100.0,23.0,0.0,0.0,0.0,0.0,20.4,111.0625,191.8125
1442,Marquise Goodwin,WR,27.358,11/12/2018,NFL,SFO,0,NYG,L 23-27,10,10,Mon,5,4,69,17.25,0,80.0,13.8,0.0,0.0,0.0,0.0,8.9,121.125,223.5625
1443,DeSean Jackson,WR,31.345,11/11/2018,NFL,TAM,0,WAS,L 3-16,9,10,Sun,8,5,67,13.4,0,62.5,8.38,0.0,0.0,0.0,0.0,9.2,109.5,235.8125
1444,Tyler Lockett,WR,26.044,11/11/2018,NFL,SEA,@,LAR,L 31-36,9,10,Sun,6,5,67,13.4,1,83.3,11.17,1.0,18.0,18.0,0.0,17.0,125.25,218.75
1445,Tyler Boyd,WR,23.361,11/11/2018,NFL,CIN,0,NOR,L 14-51,9,10,Sun,4,3,65,21.67,0,75.0,16.25,0.0,0.0,0.0,0.0,8.0,76.4375,241.0625
1446,Theo Riddick,WR,27.191,11/11/2018,NFL,DET,@,CHI,L 22-34,9,10,Sun,7,6,60,10.0,0,85.7,8.57,0.0,0.0,0.0,0.0,9.0,77.8125,213.625
1447,Davante Adams,WR,25.322,11/11/2018,NFL,GNB,0,MIA,W 31-12,9,10,Sun,7,4,57,14.25,2,57.1,8.14,0.0,0.0,0.0,0.0,19.7,140.375,236.4375
1448,Keenan Allen,WR,26.198,11/11/2018,NFL,LAC,@,OAK,W 20-6,9,10,Sun,9,6,57,9.5,1,66.7,6.33,0.0,0.0,0.0,0.0,14.7,136.6875,222.9375
1449,Austin Hooper,TE,24.007,11/11/2018,NFL,ATL,@,CLE,L 16-28,9,10,Sun,11,10,56,5.6,1,90.9,5.09,0.0,0.0,0.0,0.0,16.6,115.375,260.25
1450,Marvin Jones,WR,28.244,11/11/2018,NFL,DET,@,CHI,L 22-34,9,10,Sun,7,3,55,18.33,0,42.9,7.86,0.0,0.0,0.0,0.0,7.0,77.8125,213.625
1451,Adam Humphries,WR,25.14,11/11/2018,NFL,TAM,0,WAS,L 3-16,9,10,Sun,3,2,53,26.5,0,66.7,17.67,0.0,0.0,0.0,0.0,6.3000000000000025,109.5,235.8125
1452,Jared Cook,TE,31.218000000000004,11/11/2018,NFL,OAK,0,LAC,L 6-20,9,10,Sun,9,4,52,13.0,0,44.4,5.78,0.0,0.0,0.0,0.0,7.2,98.1875,210.0625
1453,Maurice Harris,WR,26.0,11/11/2018,NFL,WAS,@,TAM,W 16-3,9,10,Sun,5,5,52,10.4,0,100.0,10.4,1.0,4.0,4.0,0.0,8.100000000000001,120.6875,236.875
1454,Mike Evans,WR,25.082,11/11/2018,NFL,TAM,0,WAS,L 3-16,9,10,Sun,6,3,51,17.0,0,50.0,8.5,0.0,0.0,0.0,0.0,6.6000000000000005,109.5,235.8125
1455,Jordan Reed,TE,28.131,11/11/2018,NFL,WAS,@,TAM,W 16-3,9,10,Sun,6,4,51,12.75,0,66.7,8.5,0.0,0.0,0.0,0.0,7.1000000000000005,120.6875,236.875
1456,Ricky Seals-Jones,TE,23.241,11/11/2018,NFL,ARI,@,KAN,L 14-26,9,10,Sun,9,5,51,10.2,0,55.6,5.67,0.0,0.0,0.0,0.0,7.6,117.375,258.0625
1457,Larry Fitzgerald,WR,35.072,11/11/2018,NFL,ARI,@,KAN,L 14-26,9,10,Sun,10,6,50,8.33,0,60.0,5.0,0.0,0.0,0.0,0.0,8.0,117.375,258.0625
1458,Alshon Jeffery,WR,28.27,11/11/2018,NFL,PHI,0,DAL,L 20-27,9,10,Sun,8,4,48,12.0,0,50.0,6.0,0.0,0.0,0.0,0.0,6.8000000000000025,87.0625,217.9375
1459,Brandon LaFell,WR,32.007,11/11/2018,NFL,OAK,0,LAC,L 6-20,9,10,Sun,6,4,47,11.75,0,66.7,7.83,0.0,0.0,0.0,0.0,6.7,98.1875,210.0625
1460,Mohamed Sanu,WR,29.081,11/11/2018,NFL,ATL,@,CLE,L 16-28,9,10,Sun,8,6,47,7.83,0,75.0,5.88,0.0,0.0,0.0,0.0,7.7,115.375,260.25
1461,Josh Doctson,WR,25.343000000000004,11/11/2018,NFL,WAS,@,TAM,W 16-3,9,10,Sun,4,4,46,11.5,1,100.0,11.5,0.0,0.0,0.0,0.0,12.6,120.6875,236.875
1462,Evan Engram,TE,24.071,11/12/2018,NFL,NYG,@,SFO,W 27-23,9,10,Mon,5,4,46,11.5,0,80.0,9.2,0.0,0.0,0.0,0.0,6.6000000000000005,104.75,215.6875
1463,Travis Kelce,TE,29.037,11/11/2018,NFL,KAN,0,ARI,W 26-14,10,10,Sun,7,6,46,7.67,0,85.7,6.57,0.0,0.0,0.0,0.0,7.6,134.9375,198.4375
1464,James O'Shaughnessy,TE,26.301,11/11/2018,NFL,JAX,@,IND,L 26-29,9,10,Sun,6,5,46,9.2,0,83.3,7.67,0.0,0.0,0.0,0.0,7.1000000000000005,96.75,228.4375
1465,Tyrell Williams,WR,26.272,11/11/2018,NFL,LAC,@,OAK,W 20-6,9,10,Sun,6,4,46,11.5,0,66.7,7.67,0.0,0.0,0.0,0.0,6.6000000000000005,136.6875,222.9375
1466,Keith Kirkwood,WR,24.32,11/11/2018,NFL,NOR,@,CIN,W 51-14,9,10,Sun,2,2,45,22.5,0,100.0,22.5,0.0,0.0,0.0,0.0,5.5,140.3125,253.75
1467,Jonnu Smith,TE,23.081,11/11/2018,NFL,TEN,0,NWE,W 34-10,9,10,Sun,3,3,45,15.0,1,100.0,15.0,0.0,0.0,0.0,0.0,12.0,111.5,239.125
1468,Vance McDonald,TE,28.148000000000003,11/8/2018,NFL,PIT,0,CAR,W 52-21,9,10,Thu,4,4,44,11.0,1,100.0,11.0,0.0,0.0,0.0,0.0,12.4,98.75,239.0625
1469,Marquez Valdes-Scantling,WR,24.032,11/11/2018,NFL,GNB,0,MIA,W 31-12,9,10,Sun,7,6,44,7.33,0,85.7,6.29,0.0,0.0,0.0,0.0,7.4,140.375,236.4375
1470,DeVante Parker,WR,25.295,11/11/2018,NFL,MIA,@,GNB,L 12-31,10,10,Sun,11,5,43,8.6,0,45.5,3.91,0.0,0.0,0.0,0.0,6.8,117.875,207.75
1471,Dontrelle Inman,WR,29.284,11/11/2018,NFL,IND,0,JAX,W 29-26,9,10,Sun,4,4,41,10.25,0,100.0,10.25,0.0,0.0,0.0,0.0,6.1000000000000005,111.0625,191.8125
1472,Trey Burton,TE,27.013,11/11/2018,NFL,CHI,0,DET,W 34-22,9,10,Sun,4,4,40,10.0,0,100.0,10.0,0.0,0.0,0.0,0.0,6.0,105.25,224.0
1473,Allen Hurns,WR,26.364,11/11/2018,NFL,DAL,@,PHI,W 27-20,9,10,Sun,2,2,40,20.0,0,100.0,20.0,0.0,0.0,0.0,0.0,5.0,102.8125,260.75
1474,Jordan Matthews,WR,26.118,11/11/2018,NFL,PHI,0,DAL,L 20-27,9,10,Sun,3,3,40,13.33,0,100.0,13.33,0.0,0.0,0.0,0.0,5.5,87.0625,217.9375
1475,Greg Olsen,TE,33.242,11/8/2018,NFL,CAR,@,PIT,L 21-52,9,10,Thu,6,4,40,10.0,0,66.7,6.67,0.0,0.0,0.0,0.0,6.0,91.3125,216.375
1476,Doug Baldwin,WR,30.051,11/11/2018,NFL,SEA,@,LAR,L 31-36,9,10,Sun,5,5,39,7.8,0,100.0,7.8,0.0,0.0,0.0,0.0,6.4,125.25,218.75
1477,Antonio Callaway,WR,21.306,11/11/2018,NFL,CLE,0,ATL,W 28-16,10,10,Sun,2,2,39,19.5,0,100.0,19.5,0.0,0.0,0.0,0.0,4.9,125.0625,233.3125
1478,Cooper Kupp,WR,25.149,11/11/2018,NFL,LAR,0,SEA,W 36-31,10,10,Sun,8,5,39,7.8,0,62.5,4.88,0.0,0.0,0.0,0.0,6.4,108.125,235.6875
1479,Seth Roberts,WR,27.262,11/11/2018,NFL,OAK,0,LAC,L 6-20,9,10,Sun,3,3,39,13.0,0,100.0,13.0,0.0,0.0,0.0,0.0,5.4,98.1875,210.0625
1480,John Ross,WR,23.349,11/11/2018,NFL,CIN,0,NOR,L 14-51,9,10,Sun,6,2,39,19.5,1,33.3,6.5,0.0,0.0,0.0,0.0,10.9,76.4375,241.0625
1481,Kerryon Johnson,WR,21.134,11/11/2018,NFL,DET,@,CHI,L 22-34,9,10,Sun,6,6,38,6.33,1,100.0,6.33,14.0,51.0,3.64,1.0,23.9,77.8125,213.625
1482,Cole Beasley,WR,29.199,11/11/2018,NFL,DAL,@,PHI,W 27-20,9,10,Sun,5,4,37,9.25,0,80.0,7.4,0.0,0.0,0.0,0.0,5.7,102.8125,260.75
1483,Calvin Ridley,WR,23.326,11/11/2018,NFL,ATL,@,CLE,L 16-28,9,10,Sun,5,3,37,12.33,0,60.0,7.4,1.0,3.0,3.0,0.0,5.5,115.375,260.25
1484,Cameron Batson,WR,22.326,11/11/2018,NFL,TEN,0,NWE,W 34-10,9,10,Sun,3,2,36,18.0,0,66.7,12.0,0.0,0.0,0.0,0.0,4.6,111.5,239.125
1485,Jack Doyle,TE,28.19,11/11/2018,NFL,IND,0,JAX,W 29-26,9,10,Sun,3,3,36,12.0,0,100.0,12.0,0.0,0.0,0.0,0.0,5.1,111.0625,191.8125
1486,Michael Gallup,WR,22.221,11/11/2018,NFL,DAL,@,PHI,W 27-20,9,10,Sun,3,2,34,17.0,0,66.7,11.33,0.0,0.0,0.0,0.0,4.4,102.8125,260.75
1487,Chris Herndon,TE,22.261,11/11/2018,NFL,NYJ,0,BUF,L 10-41,10,10,Sun,4,3,34,11.33,0,75.0,8.5,0.0,0.0,0.0,0.0,4.9,97.9375,171.25
1488,Kendrick Bourne,WR,23.1,11/12/2018,NFL,SFO,0,NYG,L 23-27,10,10,Mon,6,4,33,8.25,0,66.7,5.5,0.0,0.0,0.0,0.0,5.300000000000002,121.125,223.5625
1489,Breshad Perriman,WR,25.062,11/11/2018,NFL,CLE,0,ATL,W 28-16,10,10,Sun,2,2,33,16.5,0,100.0,16.5,0.0,0.0,0.0,0.0,4.300000000000002,125.0625,233.3125
1490,Devin Funchess,WR,24.171,11/8/2018,NFL,CAR,@,PIT,L 21-52,9,10,Thu,5,3,32,10.67,0,60.0,6.4,0.0,0.0,0.0,0.0,4.7,91.3125,216.375
1491,Ryan Switzer,WR,24.004,11/8/2018,NFL,PIT,0,CAR,W 52-21,9,10,Thu,2,2,31,15.5,0,100.0,15.5,0.0,0.0,0.0,0.0,4.1,98.75,239.0625
1492,Virgil Green,TE,30.1,11/11/2018,NFL,LAC,@,OAK,W 20-6,9,10,Sun,3,2,30,15.0,0,66.7,10.0,0.0,0.0,0.0,0.0,4.0,136.6875,222.9375
1493,Marcedes Lewis,TE,34.176,11/11/2018,NFL,GNB,0,MIA,W 31-12,9,10,Sun,1,1,30,30.0,0,100.0,30.0,0.0,0.0,0.0,0.0,3.5,140.375,236.4375
1494,Demarcus Robinson,WR,24.051,11/11/2018,NFL,KAN,0,ARI,W 26-14,10,10,Sun,4,3,30,10.0,0,75.0,7.5,0.0,0.0,0.0,0.0,4.5,134.9375,198.4375
1495,Dede Westbrook,WR,24.355,11/11/2018,NFL,JAX,@,IND,L 26-29,9,10,Sun,10,5,30,6.0,0,50.0,3.0,2.0,13.0,6.5,0.0,6.8,96.75,228.4375
1496,Tarik Cohen,WR,23.108,11/11/2018,NFL,CHI,0,DET,W 34-22,9,10,Sun,7,6,29,4.83,0,85.7,4.14,7.0,15.0,2.14,1.0,13.4,105.25,224.0
1497,Mo Alie-Cox,TE,25.053,11/11/2018,NFL,IND,0,JAX,W 29-26,9,10,Sun,4,2,28,14.0,1,50.0,7.0,0.0,0.0,0.0,0.0,9.8,111.0625,191.8125
1498,Rashard Higgins,WR,24.035,11/11/2018,NFL,CLE,0,ATL,W 28-16,10,10,Sun,1,1,28,28.0,1,100.0,28.0,0.0,0.0,0.0,0.0,9.3,125.0625,233.3125
1499,Blake Bell,TE,27.096,11/11/2018,NFL,JAX,@,IND,L 26-29,9,10,Sun,3,2,27,13.5,0,66.7,9.0,0.0,0.0,0.0,0.0,3.7,96.75,228.4375
1500,Kenny Stills,WR,26.20300000000001,11/11/2018,NFL,MIA,@,GNB,L 12-31,10,10,Sun,3,2,26,13.0,0,66.7,8.67,0.0,0.0,0.0,0.0,3.6,117.875,207.75
1501,Dan Arnold,TE,23.241,11/11/2018,NFL,NOR,@,CIN,W 51-14,9,10,Sun,3,2,25,12.5,0,66.7,8.33,0.0,0.0,0.0,0.0,3.5,140.3125,253.75
1502,Tyler Higbee,TE,25.314,11/11/2018,NFL,LAR,0,SEA,W 36-31,10,10,Sun,3,3,25,8.33,1,100.0,8.33,0.0,0.0,0.0,0.0,10.0,108.125,235.6875
1503,Ed Dickson,TE,31.109,11/11/2018,NFL,SEA,@,LAR,L 31-36,9,10,Sun,1,1,24,24.0,0,100.0,24.0,0.0,0.0,0.0,0.0,2.9000000000000004,125.25,218.75
1504,Lance Kendricks,TE,30.285,11/11/2018,NFL,GNB,0,MIA,W 31-12,9,10,Sun,2,2,24,12.0,0,100.0,12.0,0.0,0.0,0.0,0.0,3.4000000000000004,140.375,236.4375
1505,C.J. Uzomah,TE,25.301,11/11/2018,NFL,CIN,0,NOR,L 14-51,9,10,Sun,4,3,23,7.67,0,75.0,5.75,0.0,0.0,0.0,0.0,3.8,76.4375,241.0625
1506,Chris Conley,WR,26.017,11/11/2018,NFL,KAN,0,ARI,W 26-14,10,10,Sun,2,1,22,22.0,0,50.0,11.0,0.0,0.0,0.0,0.0,2.7,134.9375,198.4375
1507,Andre Holmes,WR,30.148000000000003,11/11/2018,NFL,BUF,@,NYJ,W 41-10,10,10,Sun,1,1,22,22.0,0,100.0,22.0,0.0,0.0,0.0,0.0,2.7,124.4375,228.0625
1508,Jarvis Landry,WR,25.34800000000001,11/11/2018,NFL,CLE,0,ATL,W 28-16,10,10,Sun,5,2,22,11.0,0,40.0,4.4,0.0,0.0,0.0,0.0,3.2,125.0625,233.3125
1509,Jarius Wright,WR,28.34800000000001,11/8/2018,NFL,CAR,@,PIT,L 21-52,9,10,Thu,3,3,22,7.33,0,100.0,7.33,0.0,0.0,0.0,0.0,3.7,91.3125,216.375
1510,Dalton Schultz,TE,22.123,11/11/2018,NFL,DAL,@,PHI,W 27-20,9,10,Sun,2,2,21,10.5,0,100.0,10.5,0.0,0.0,0.0,0.0,3.1,102.8125,260.75
1511,Ben Braunecker,TE,24.277,11/11/2018,NFL,CHI,0,DET,W 34-22,9,10,Sun,1,1,20,20.0,0,100.0,20.0,0.0,0.0,0.0,0.0,2.5,105.25,224.0
1512,Austin Carr,WR,24.321,11/11/2018,NFL,NOR,@,CIN,W 51-14,9,10,Sun,2,2,20,10.0,0,100.0,10.0,0.0,0.0,0.0,0.0,3.0,140.3125,253.75
1513,Leonte Carroo,WR,24.291,11/11/2018,NFL,MIA,@,GNB,L 12-31,10,10,Sun,1,1,20,20.0,0,100.0,20.0,1.0,14.0,14.0,0.0,3.9,117.875,207.75
1514,D.J. Moore,WR,21.208,11/8/2018,NFL,CAR,@,PIT,L 21-52,9,10,Thu,5,4,20,5.0,0,80.0,4.0,1.0,5.0,5.0,0.0,4.5,91.3125,216.375
1515,Golden Tate,WR,30.101,11/11/2018,NFL,PHI,0,DAL,L 20-27,9,10,Sun,4,2,19,9.5,0,50.0,4.75,0.0,0.0,0.0,0.0,2.9000000000000004,87.0625,217.9375
1516,Phillip Dorsett,WR,25.31,11/11/2018,NFL,NWE,@,TEN,L 10-34,10,10,Sun,2,2,18,9.0,0,100.0,9.0,0.0,0.0,0.0,0.0,2.8,99.5625,206.625
1517,Quincy Enunwa,WR,26.164,11/11/2018,NFL,NYJ,0,BUF,L 10-41,10,10,Sun,8,4,18,4.5,0,50.0,2.25,0.0,0.0,0.0,0.0,3.8,97.9375,171.25
1518,Antonio Gates,TE,38.146,11/11/2018,NFL,LAC,@,OAK,W 20-6,9,10,Sun,2,1,18,18.0,0,50.0,9.0,0.0,0.0,0.0,0.0,2.3,136.6875,222.9375
1519,David Njoku,TE,22.124,11/11/2018,NFL,CLE,0,ATL,W 28-16,10,10,Sun,1,1,18,18.0,0,100.0,18.0,0.0,0.0,0.0,0.0,2.3,125.0625,233.3125
1520,Curtis Samuel,WR,22.089,11/8/2018,NFL,CAR,@,PIT,L 21-52,9,10,Thu,4,4,18,4.5,0,100.0,4.5,0.0,0.0,0.0,0.0,3.8,91.3125,216.375
1521,Martavis Bryant,WR,26.326,11/11/2018,NFL,OAK,0,LAC,L 6-20,9,10,Sun,3,3,17,5.67,0,100.0,5.67,0.0,0.0,0.0,0.0,3.2,98.1875,210.0625
1522,Cody Core,WR,24.208,11/11/2018,NFL,CIN,0,NOR,L 14-51,9,10,Sun,2,2,17,8.5,0,100.0,8.5,0.0,0.0,0.0,0.0,2.7,76.4375,241.0625
1523,Jacob Hollister,TE,24.358,11/11/2018,NFL,NWE,@,TEN,L 10-34,10,10,Sun,2,1,17,17.0,0,50.0,8.5,0.0,0.0,0.0,0.0,2.2,99.5625,206.625
